9.500000000000000000e+01 1.000000000000000000e+00
9.600000000000000000e+01 1.000000000000000000e+00
9.700000000000000000e+01 1.000000000000000000e+00
9.900000000000000000e+01 1.000000000000000000e+00
1.010000000000000000e+02 3.000000000000000000e+00
1.020000000000000000e+02 3.000000000000000000e+00
1.030000000000000000e+02 3.000000000000000000e+00
1.040000000000000000e+02 2.000000000000000000e+00
1.050000000000000000e+02 2.000000000000000000e+00
1.060000000000000000e+02 3.000000000000000000e+00
1.070000000000000000e+02 3.000000000000000000e+00
1.080000000000000000e+02 2.000000000000000000e+00
1.090000000000000000e+02 2.000000000000000000e+00
1.100000000000000000e+02 1.000000000000000000e+00
1.110000000000000000e+02 2.000000000000000000e+00
1.120000000000000000e+02 3.000000000000000000e+00
1.130000000000000000e+02 3.000000000000000000e+00
1.140000000000000000e+02 3.000000000000000000e+00
1.150000000000000000e+02 3.000000000000000000e+00
1.160000000000000000e+02 2.000000000000000000e+00
1.170000000000000000e+02 1.000000000000000000e+00
1.180000000000000000e+02 2.000000000000000000e+00
1.190000000000000000e+02 2.000000000000000000e+00
1.210000000000000000e+02 2.000000000000000000e+00
1.220000000000000000e+02 2.000000000000000000e+00
1.230000000000000000e+02 1.000000000000000000e+00
1.250000000000000000e+02 1.000000000000000000e+00
1.260000000000000000e+02 2.000000000000000000e+00
1.270000000000000000e+02 1.000000000000000000e+00
1.790000000000000000e+02 -1.000000000000000000e+00
1.800000000000000000e+02 -1.000000000000000000e+00
1.860000000000000000e+02 -1.000000000000000000e+00
1.900000000000000000e+02 -1.000000000000000000e+00
1.910000000000000000e+02 -1.000000000000000000e+00
1.920000000000000000e+02 -1.000000000000000000e+00
1.930000000000000000e+02 -1.000000000000000000e+00
1.950000000000000000e+02 -1.000000000000000000e+00
1.960000000000000000e+02 -1.000000000000000000e+00
1.970000000000000000e+02 -1.000000000000000000e+00
1.980000000000000000e+02 -1.000000000000000000e+00
1.990000000000000000e+02 -1.000000000000000000e+00
2.000000000000000000e+02 -1.000000000000000000e+00
2.020000000000000000e+02 -1.000000000000000000e+00
2.030000000000000000e+02 -1.000000000000000000e+00
