120 -1
140 -1
151 3
156 1
157 1
163 1
170 1
185 1
191 1
208 1
211 -1
212 -1
215 2
231 2
232 1
234 1
240 -1
243 -1
282 1
292 1
354 -1
355 -1
356 -1
357 -1
367 -1
369 -1
370 -1
447 -1
448 -1
457 -1
468 1
476 -1
